,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Age,prop_GFAParking,prop_Use1,prop_Use2,prop_Use3
496,NonResidential,Medical Office,98104.0,8590901010,3,EAST,47.60883,-122.32494,1.0,19,319911,Medical Office,50.0,15067340.0,357.39,43,0.48890785249647556,0.0,0.0,0.0
497,NonResidential,Large Office,98104.0,8591400005,7,DOWNTOWN,47.60353,-122.33558,1.0,6,205521,Office,94.0,8138616.5,282.46,116,0.0,0.0,0.0,0.0
498,NonResidential,Small- and Mid-Sized Office,98104.0,8591400075,7,DOWNTOWN,47.60197,-122.33437,1.0,6,56700,Office,55.0,3065954.5,21.37,116,0.0,0.0,0.0,0.0
499,NonResidential,Small- and Mid-Sized Office,98134.0,8592900345,2,GREATER DUWAMISH,47.59554,-122.32471,1.0,4,72000,Office,89.0,2729167.75,23.48,91,0.0,0.0,0.0,0.0
500,NonResidential,Large Office,98109.0,8807900360,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,1.0,4,191146,Office,93.0,5101504.5,35.56,16,0.49643727831082,0.0,0.0,0.0
501,NonResidential,Other,98121.0,9358000300,1,DELRIDGE,47.56797,-122.36711,1.0,3,68763,Other - Recreation,,9029489.0,310.19,15,0.1676337565260387,0.8126513563151136,0.18734864368488632,0.0
502,NonResidential,Other,98118.0,9834201515,2,SOUTHEAST,47.56961,-122.28881,3.0,1,102133,Strip Mall,,20725996.0,530.62,22,0.0,0.0,0.0,0.0
504,NonResidential,Large Office,98101.0,2285050000,7,DOWNTOWN,47.61567,-122.33503,1.0,14,362046,Office,86.0,15725581.0,116.95,8,0.0,0.6962477272795349,0.2931667120961147,0.010585560624350385
506,NonResidential,Other,98109.0,5161000000,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,3.0,2,81336,Lifestyle Center,,13085297.0,270.17,22,0.0,0.0,0.0,0.0
507,NonResidential,Large Office,98101.0,5342900000,7,DOWNTOWN,47.6115,-122.33278,1.0,23,538933,Office,90.0,16020642.0,111.69,15,0.0,0.0,0.0,0.0
509,NonResidential,Other,98121.0,6780950000,7,DOWNTOWN,47.61234,-122.34897,1.0,6,275982,Parking,,5233553.5,36.49,33,0.7142857142857143,0.0,0.0,0.0
510,NonResidential,Small- and Mid-Sized Office,98119.0,7015350000,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1.0,5,98668,Office,91.0,4391348.0,30.61,34,0.0,0.0,0.0,0.0
511,NonResidential,Large Office,98134.0,7135400000,2,GREATER DUWAMISH,47.57639,-122.32072,1.0,1,158931,Office,12.0,8751704.0,98.54,9,0.17857434987510304,0.566897224815412,0.24259526436391413,0.19050751082067385
512,NonResidential,Large Office,98119.0,7666200070,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1.0,1,105100,Office,1.0,22078064.0,357.86,38,0.0,0.0,0.0,0.0
514,NonResidential,Retail Store,98121.0,7666201690,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1.0,1,50660,Retail Store,51.0,2661488.0,60.7,38,0.0,0.0,0.0,0.0
515,NonResidential,Small- and Mid-Sized Office,98119.0,7666201740,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1.0,2,61929,Office,59.0,2203026.5,55.73,79,0.0,0.0,0.0,0.0
516,NonResidential,Large Office,98119.0,7666202080,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,1.0,4,165111,Office,1.0,25478086.0,177.62,16,0.33310924166167005,0.6339189999454912,0.33310924166167005,0.03297175839283876
518,NonResidential,Small- and Mid-Sized Office,98121.0,0654000120,7,DOWNTOWN,47.61588,-122.34965,1.0,3,20565,Office,65.0,802312.5,5.59,91,0.0,0.0,0.0,0.0
519,NonResidential,Large Office,98119.0,7666202133,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,1.0,5,159937,Office,63.0,7857972.5,54.78,16,0.3499565453897472,0.0,0.0,0.0
520,NonResidential,Large Office,98119.0,7666202160,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,1.0,5,183964,Office,56.0,14856199.0,103.57,8,0.2541964732230219,0.7254191037376878,0.2541964732230219,0.020384423039290295
521,NonResidential,Large Office,98119.0,7666202220,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1.0,5,208210,Office,95.0,5514308.5,116.74,30,0.3786945871956198,0.0,0.0,0.0
522,NonResidential,Large Office,98121.0,7666202240,7,DOWNTOWN,47.61813,-122.35833,1.0,7,277486,Office,63.0,12729858.0,88.74,30,0.28932270456887915,0.6358979288150316,0.3119379712497597,0.05216409993520872
523,NonResidential,Large Office,98121.0,7666202295,7,DOWNTOWN,47.614,-122.35375,1.0,3,187130,Office,77.0,10053489.0,70.09,23,0.0,0.9246731296123848,0.05157258433498226,0.023754286052632995
524,NonResidential,Large Office,98121.0,7666202320,7,DOWNTOWN,47.61287,-122.35022,1.0,5,251044,Office,99.0,17186624.0,119.81,16,0.46950733735918804,0.0,0.0,0.0
525,NonResidential,Warehouse,98101.0,7666202440,7,DOWNTOWN,47.60703,-122.34038,1.0,5,154330,Non-Refrigerated Warehouse,81.0,1262235.25,8.8,104,0.0,0.0,0.0,0.0
526,NonResidential,Large Office,98006.0,7666202475,7,DOWNTOWN,47.60604,-122.33948,1.0,6,108245,Office,,4515180.5,50.17,98,0.1357106563813571,0.7036304717965618,0.16060855714834954,0.1357609710550887
527,NonResidential,Large Office,98104.0,7666202515,7,DOWNTOWN,47.6047,-122.33739,1.0,6,167860,Office,70.0,6797647.0,47.39,111,0.0,0.8437750850502657,0.15137800542792706,0.00484690952180727
528,NonResidential,Large Office,98104.0,7666202565,7,DOWNTOWN,47.60247,-122.33621,1.0,6,112560,Office,86.0,4946798.5,97.82,106,0.0,0.0,0.0,0.0
529,NonResidential,Retail Store,98104.0,7666202570,7,DOWNTOWN,47.60223,-122.33602,1.0,6,86204,Other,89.0,3241917.0,69.02,106,0.0,0.0,0.0,0.0
530,Nonresidential COS,Warehouse,98134.0,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,2,145158,Non-Refrigerated Warehouse,51.0,8384523.0,119.46,31,0.0,0.633436586536364,0.3025547377015463,0.06400867576208966
531,NonResidential,Large Office,98134.0,7666203300,2,GREATER DUWAMISH,47.58716,-122.32214,1.0,2,112896,Office,66.0,10287986.0,157.48,65,0.0,0.0,0.0,0.0
532,NonResidential,Distribution Center,98134.0,7666203440,2,GREATER DUWAMISH,47.58685,-122.32501,1.0,1,110613,Distribution Center,95.0,1015060.188,7.08,56,0.0,0.0,0.0,0.0
533,NonResidential,Warehouse,98103.0,7666203467,2,GREATER DUWAMISH,47.58553,-122.32511,1.0,4,149881,Non-Refrigerated Warehouse,97.0,2417401.25,95.86,65,0.0,0.0,0.0,0.0
534,NonResidential,Warehouse,98121.0,7666203530,2,GREATER DUWAMISH,47.58042,-122.32552,1.0,3,98220,Non-Refrigerated Warehouse,12.0,6468090.0,75.29,65,0.0,0.0,0.0,0.0
535,NonResidential,Distribution Center,98134.0,7666203538,2,GREATER DUWAMISH,47.58096,-122.32313,1.0,1,84420,Distribution Center,55.0,2848317.25,19.86,46,0.0,0.5436449985887319,0.30480935609361004,0.15154564531765802
536,NonResidential,Distribution Center,98134.0,7666204100,2,GREATER DUWAMISH,47.57055,-122.3267,1.0,1,73335,Distribution Center,,5197118.0,155.74,55,0.0,0.0,0.0,0.0
537,NonResidential,Distribution Center,98134.0,7666204225,2,GREATER DUWAMISH,47.5794,-122.32848,1.0,2,56876,Distribution Center,,1791715.625,48.5,88,0.0,0.850974048807933,0.07518109571699838,0.07384485547506857
538,NonResidential,Warehouse,98134.0,7666204430,2,GREATER DUWAMISH,47.58241,-122.32866,1.0,2,61200,Non-Refrigerated Warehouse,16.0,4912143.0,178.62,85,0.0,0.0,0.0,0.0
539,NonResidential,Distribution Center,98134.0,7666204590,2,GREATER DUWAMISH,47.58772,-122.32686,1.0,1,111908,Distribution Center,87.0,1555420.25,34.14,29,0.0,0.0,0.0,0.0
540,NonResidential,Other,98134.0,7666204685,2,GREATER DUWAMISH,47.5908,-122.32828,3.0,2,63644,Other - Public Services,,6858533.5,168.5,30,0.0,0.0,0.0,0.0
541,NonResidential,Mixed Use Property,98134.0,7666204745,2,GREATER DUWAMISH,47.59439,-122.32839,3.0,2,108753,Non-Refrigerated Warehouse,,3639670.25,25.37,86,0.17342050334243653,0.5756480399186696,0.2390601825021855,0.18529177757914486
542,NonResidential,Supermarket / Grocery Store,98117.0,9231900160,6,NORTHWEST,47.69197,-122.35877,1.0,1,141890,Supermarket/Grocery Store,91.0,16865978.0,293.56,46,0.2505109591937416,1.0,0.0,0.0
543,NonResidential,Small- and Mid-Sized Office,98107.0,2768302690,6,BALLARD,47.6633,-122.37549,1.0,4,92092,Office,5.0,4817062.0,33.58,15,0.22863006558658733,0.0,0.0,0.0
544,NonResidential,Warehouse,98199.0,2771100415,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,0.0,3,56259,Non-Refrigerated Warehouse,,2346571.5,86.9,42,0.0,0.5613679589043531,0.37259816207184626,0.06603387902380063
545,NonResidential,Other,98105.0,4207401365,4,NORTHEAST,47.65529,-122.32133,1.0,6,143439,Other,,25631512.0,710.7,10,0.0,0.0,0.0,0.0
546,NonResidential,Large Office,98103.0,1973200389,6,LAKE UNION,47.64912,-122.34823,1.0,4,202623,Office,73.0,8873485.0,61.86,8,0.43852376087610984,0.7327751929345555,0.22282896386482043,0.04439584320062408
547,NonResidential,Small- and Mid-Sized Office,98103.0,1972206514,6,LAKE UNION,47.64932,-122.35187,1.0,2,77174,Office,33.0,5481549.0,38.21,16,0.33430948246818876,0.0,0.0,0.0
548,NonResidential,Large Office,98109.0,2249500235,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1.0,5,110524,Office,57.0,6859198.0,47.82,18,0.0,0.9196201647814551,0.0803798352185449,0.0
549,NonResidential,Mixed Use Property,98109.0,2163901105,3,LAKE UNION,47.6289,-122.32877,1.0,5,287224,Parking,,21042926.0,314.43,8,0.36086817257610787,0.406831429918592,0.3674042485719174,0.22576432150949063
550,NonResidential,Laboratory,98102.0,2163901160,3,LAKE UNION,47.63079,-122.32693,1.0,4,115748,Laboratory,,36436388.0,1154.79,17,0.15881051940422297,0.0,0.0,0.0
551,NonResidential,Large Office,98119.0,1989200750,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,1.0,7,241875,Office,88.0,8655604.0,68.06,16,0.35013540051679587,0.0,0.0,0.0
552,NonResidential,Large Office,98109.0,1989201385,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1.0,5,102930,Office,85.0,4750799.0,65.03,42,0.1818711745846692,0.0,0.0,0.0
553,NonResidential,Small- and Mid-Sized Office,98121.0,7666202292,7,DOWNTOWN,47.61472,-122.35566,1.0,3,76893,Office,,12029600.0,260.13,114,0.0,0.6473095937522391,0.23916314394210791,0.11352726230565308
554,NonResidential,Large Office,98121.0,0656000410,7,DOWNTOWN,47.61732,-122.34791,1.0,8,150000,Office,65.0,9343428.0,119.93,41,0.15753333333333333,0.0,0.0,0.0
555,NonResidential,Large Office,98101.0,0660001255,7,DOWNTOWN,47.61628,-122.33391,1.0,7,274362,Office,82.0,16540550.0,147.82,63,0.0,0.0,0.0,0.0
556,NonResidential,Large Office,98121.0,0697000235,7,DOWNTOWN,47.61599,-122.34165,1.0,15,378002,Office,85.0,17750994.0,246.83,33,0.3076174200136507,0.0,0.0,0.0
557,NonResidential,Large Office,98121.0,0659000930,7,DOWNTOWN,47.61481,-122.33969,1.0,11,169020,Office,83.0,11480494.0,346.62,53,0.0,0.8940037380186215,0.05908241359404203,0.04691384838733646
558,NonResidential,Other,98121.0,0659000950,7,DOWNTOWN,47.61438,-122.33871,1.0,33,429405,Data Center,98.0,274682208.0,1921.82,35,0.0,0.0,0.0,0.0
559,NonResidential,Large Office,98104.0,0942000640,7,DOWNTOWN,47.60454,-122.33072,1.0,76,1952220,Office,86.0,92937640.0,882.56,31,0.16360860968538382,0.0,0.0,0.0
560,NonResidential,Large Office,98101.0,0659000305,7,DOWNTOWN,47.61418,-122.33485,1.0,19,383515,Office,90.0,15878689.0,110.7,35,0.2340925387533734,0.750988484308037,0.20382606521953364,0.0451854504724294
561,NonResidential,Medical Office,98101.0,0659000085,7,DOWNTOWN,47.6129,-122.33684,1.0,18,363934,Medical Office,68.0,22104512.0,582.28,91,0.079327570383641,0.8514849688855023,0.08344672436002104,0.06506830675447668
562,NonResidential,Retail Store,98101.0,1976700005,7,DOWNTOWN,47.61203,-122.33486,1.0,4,78920,Retail Store,80.0,8303666.5,109.85,87,0.0,0.0,0.0,0.0
563,NonResidential,Large Office,98121.0,1977200280,7,DOWNTOWN,47.61051,-122.34439,1.0,7,131143,Office,93.0,5177270.5,109.16,37,0.6646180123986793,0.0,0.0,0.0
564,NonResidential,Other,98101.0,6600470000,7,DOWNTOWN,47.61289,-122.33531,1.0,0,947987,Other - Mall,,46510960.0,324.25,17,0.0,0.7573090426650703,0.1348283096305165,0.1078626477044132
565,NonResidential,Mixed Use Property,98122.0,6003500460,3,EAST,47.61505,-122.32,1.0,4,55520,Office,,3686962.25,150.88,108,0.0,0.37363596682671324,0.3339153208206024,0.29244871235268444
566,NonResidential,Large Office,98101.0,1977200040,7,DOWNTOWN,47.61036,-122.34037,1.0,10,132998,Office,97.0,3775187.5,133.8,108,0.0,0.0,0.0,0.0
567,NonResidential,Retail Store,98101.0,1975700300,7,DOWNTOWN,47.60956,-122.33715,1.0,3,83118,Retail Store,59.0,2443141.5,27.82,76,0.0,0.0,0.0,0.0
568,NonResidential,Retail Store,98101.0,1975700485,7,DOWNTOWN,47.60925,-122.33734,1.0,3,77555,Retail Store,39.0,7802205.5,54.4,92,0.0,0.0,0.0,0.0
569,NonResidential,Small- and Mid-Sized Office,98121.0,7666202405,7,DOWNTOWN,47.60765,-122.34097,1.0,6,51218,Office,57.0,2886141.5,20.12,107,0.0,0.0,0.0,0.0
570,NonResidential,Large Office,98101.0,0002400002,7,DOWNTOWN,47.60765,-122.3348,1.0,29,489182,Office,43.0,36378588.0,426.39,46,0.0,0.8324816896610459,0.14668665788128984,0.020831652457664347
571,NonResidential,Large Office,98101.0,1975200005,7,DOWNTOWN,47.60769,-122.33544,1.0,27,216571,Office,62.0,16246106.0,639.72,87,0.061504079493561,0.9032200623237869,0.06588514616411931,0.030894791512093782
572,NonResidential,Large Office,98104.0,1975200015,7,DOWNTOWN,47.60741,-122.33565,1.0,13,189175,Office,13.0,19036416.0,132.71,95,0.0,0.0,0.0,0.0
573,NonResidential,Large Office,98104.0,0939000485,7,DOWNTOWN,47.60582,-122.33464,1.0,13,293803,Office,25.0,17074142.0,119.03,18,0.2535066013621372,0.0,0.0,0.0
574,NonResidential,Large Office,98101.0,7666202480,7,DOWNTOWN,47.60576,-122.33922,1.0,7,122356,Office,91.0,4585070.5,41.8,106,0.0,0.8593334348437486,0.13903642731107868,0.001630137845172732
575,NonResidential,Small- and Mid-Sized Office,98104.0,0939000240,7,DOWNTOWN,47.60366,-122.33328,1.0,3,52298,Office,89.0,1968655.125,13.72,95,0.0,0.0,0.0,0.0
576,NonResidential,Large Office,98101.0,0939000230,7,DOWNTOWN,47.60304,-122.33362,1.0,17,116640,Office,75.0,6758565.5,169.06,105,0.0,0.8641979209453695,0.06910170937470378,0.0667003696799267
577,NonResidential,Large Office,98104.0,0942000470,3,DOWNTOWN,47.60573,-122.33028,1.0,42,1249055,Office,95.0,37980712.0,264.78,35,0.16101853000868657,0.7605200962075932,0.22947490167791176,0.010005002114495076
579,NonResidential,Medical Office,98104.0,8590900765,3,EAST,47.60663,-122.32157,1.0,5,188339,Medical Office,15.0,8523594.0,89.41,28,0.5273151073330536,0.0,0.0,0.0
580,NonResidential,University,98122.0,2254500945,3,CENTRAL,47.6094,-122.31506,1.0,2,60122,College/University,,690529.5,9.31,100,0.0,0.0,0.0,0.0
581,NonResidential,Small- and Mid-Sized Office,98104.0,7666206830,2,DOWNTOWN,47.5981,-122.33369,1.0,6,95000,Office,83.0,4052720.0,31.43,106,0.14421052631578948,0.0,0.0,0.0
582,NonResidential,Large Office,98104.0,0942000920,7,DOWNTOWN,47.6029,-122.32927,1.0,9,224857,Office,79.0,15272491.0,390.67,45,0.0,0.0,0.0,0.0
583,NonResidential,Large Office,98104.0,5247800795,2,DOWNTOWN,47.59878,-122.33088,1.0,8,446261,Office,96.0,13568148.0,94.59,18,0.27963008194755984,0.0,0.0,0.0
584,NonResidential,Other,98104.0,7666206955,2,GREATER DUWAMISH,47.59273,-122.33455,1.0,2,58492,Other,,1594422.5,51.56,77,0.0,0.0,0.0,0.0
585,NonResidential,Small- and Mid-Sized Office,98134.0,7666206440,2,GREATER DUWAMISH,47.58958,-122.33369,1.0,6,62370,Office,30.0,4353025.0,30.35,109,0.0,0.0,0.0,0.0
586,NonResidential,Warehouse,98134.0,7666204495,2,GREATER DUWAMISH,47.58454,-122.3269,1.0,1,73296,Non-Refrigerated Warehouse,83.0,2356376.75,73.58,56,0.0,0.0,0.0,0.0
587,Nonresidential COS,Other,98134.0,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,4,99122,Other,,14469228.0,179.45,72,0.0,0.0,0.0,0.0
588,NonResidential,Other,98134.0,7666203489,2,GREATER DUWAMISH,47.58251,-122.32528,1.0,1,66133,Other,,6345009.5,89.94,31,0.0,0.7894415584415584,0.1792857142857143,0.03127272727272727
589,NonResidential,Warehouse,98134.0,7666207627,2,GREATER DUWAMISH,47.57613,-122.33864,1.0,2,115668,Non-Refrigerated Warehouse,,3534690.75,111.23,64,0.0,0.8918573056359015,0.07071610132351652,0.037426593040582
590,NonResidential,Other,98108.0,7376600390,2,GREATER DUWAMISH,47.56301,-122.32564,1.0,1,141686,Other,,6673138.0,46.52,46,0.0,0.0,0.0,0.0
591,NonResidential,Small- and Mid-Sized Office,98134.0,3573700320,2,GREATER DUWAMISH,47.55695,-122.33176,1.0,1,93610,Office,95.0,6235947.0,152.28,66,0.0,0.0,0.0,0.0
592,NonResidential,Large Office,98108.0,2738100010,2,GREATER DUWAMISH,47.55238,-122.32762,1.0,2,156188,Office,67.0,6843855.0,60.92,43,0.0,0.0,0.0,0.0
593,NonResidential,Warehouse,98108.0,2738100480,2,GREATER DUWAMISH,47.54923,-122.32446,1.0,1,115620,Non-Refrigerated Warehouse,11.0,1951856.25,13.61,50,0.0,0.0,0.0,0.0
594,NonResidential,Large Office,98108.0,5367200610,2,GREATER DUWAMISH,47.54699,-122.32882,1.0,5,238148,Office,93.0,10775646.0,75.12,41,0.0,0.9562057456564459,0.021897127171777036,0.021897127171777036
595,NonResidential,Distribution Center,98108.0,5367204100,2,GREATER DUWAMISH,47.54326,-122.33134,1.0,1,71718,Distribution Center,100.0,151754.2969,1.06,47,0.0,0.0,0.0,0.0
596,NonResidential,Warehouse,98108.0,2924049101,1,GREATER DUWAMISH,47.53628,-122.3329,1.0,1,55450,Non-Refrigerated Warehouse,31.0,4345698.0,131.64,47,0.0,0.0,0.0,0.0
597,NonResidential,Distribution Center,98108.0,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1.0,1,54880,Distribution Center,32.0,2763597.0,89.53,37,0.0,0.0,0.0,0.0
598,NonResidential,Retail Store,98126.0,3624039166,1,DELRIDGE,47.52222,-122.36892,1.0,1,102500,Retail Store,81.0,7305474.0,158.55,24,0.0,0.0,0.0,0.0
599,NonResidential,Other,98105.0,0925049425,4,NORTHEAST,47.66478,-122.29804,1.0,6,361398,Parking,,8915523.0,119.92,14,0.7551231606151667,0.7461176613940185,0.20335662362398632,0.050525714981995186
600,NonResidential,Supermarket / Grocery Store,98144.0,5260300005,2,GREATER DUWAMISH,47.57903,-122.29982,1.0,1,50785,Supermarket/Grocery Store,57.0,7439009.0,195.43,53,0.0,0.0,0.0,0.0
601,NonResidential,Small- and Mid-Sized Office,98106.0,5367202506,1,Delridge,47.54103,-122.33766,1.0,3,85126,Office,1.0,37951708.0,166.13,87,0.0,0.0,0.0,0.0
602,NonResidential,Other,98125.0,2926049109,5,North,47.70911,-122.32529,1.0,5,303255,Parking,,11077140.0,99.14,16,0.06535753738602826,0.5145074315715092,0.47648227757643,0.009010290852060808
603,NonResidential,Distribution Center,98134.0,7666207536,2,GREATER DUWAMISH,47.56613,-122.33838,1.0,1,411584,Distribution Center,43.0,15091579.0,455.39,30,0.0,0.7068818697836271,0.20536159080814054,0.08775653940823233
604,NonResidential,Mixed Use Property,98104.0,5247800865,7,DOWNTOWN,47.59937,-122.33116,1.0,4,73320,Non-Refrigerated Warehouse,,1141189.75,29.16,114,0.0,0.4778108581436077,0.40765323992994745,0.11453590192644483
605,NonResidential,Large Office,98119.0,3879902265,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,1.0,4,242686,Office,77.0,9683979.0,67.51,8,0.4127803004705669,0.0,0.0,0.0
606,NonResidential,Small- and Mid-Sized Office,98104.0,5247800735,2,DOWNTOWN,47.5992,-122.33223,1.0,6,95760,Office,83.0,5392617.5,74.45,116,0.16541353383458646,0.0,0.0,0.0
607,NonResidential,Warehouse,98134.0,1824049060,2,GREATER DUWAMISH,47.56733,-122.3352,1.0,1,179413,Non-Refrigerated Warehouse,57.0,3459543.0,24.12,70,0.0,0.0,0.0,0.0
608,NonResidential,Warehouse,98134.0,7666207611,2,GREATER DUWAMISH,47.57513,-122.33739,0.0,1,65288,Non-Refrigerated Warehouse,,605971.1875,4.22,99,0.0,0.8571428571428571,0.07142857142857142,0.07142857142857142
609,NonResidential,Warehouse,98106.0,7666703967,1,Delridge,47.5725,-122.3571,1.0,1,170632,Non-Refrigerated Warehouse,98.0,602245.0,4.2,50,0.0,0.0,0.0,0.0
610,NonResidential,Large Office,98109.0,8807900130,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1.0,10,381511,Office,87.0,11410228.0,106.12,22,0.0,0.0,0.0,0.0
611,NonResidential,Large Office,98104.0,0942001155,3,DOWNTOWN,47.60214,-122.32726,1.0,17,413264,Office,91.0,13631141.0,95.03,7,0.33416411785202677,0.0,0.0,0.0
612,NonResidential,Mixed Use Property,98105.0,1142001150,4,NORTHEAST,47.6586,-122.3124,1.0,6,122400,Office,63.0,4865551.5,79.39,7,0.44362745098039214,0.43465639129935363,0.3487672691958272,0.2165763395048192
613,NonResidential,Retail Store,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1.0,2,93803,Retail Store,,5453438.5,110.41,60,0.0,0.9401243655380018,0.03240974709410912,0.02746588736788908
615,NonResidential,Warehouse,98118.0,0323049194,2,GREATER DUWAMISH,47.51304,-122.28394,1.0,2,123000,Non-Refrigerated Warehouse,47.0,3004271.0,20.94,50,0.0,0.0,0.0,0.0
616,NonResidential,Medical Office,98122.0,8590900805,3,EAST,47.6056366,-122.3214798,1.0,5,275130,Medical Office,70.0,9941308.0,69.3,13,0.4106422418493076,0.0,0.0,0.0
617,NonResidential,Warehouse,98136.0,0323049221,2,GREATER DUWAMISH,47.51168,-122.28285,1.0,1,60448,Non-Refrigerated Warehouse,90.0,1052244.75,27.24,38,0.0,0.0,0.0,0.0
618,NonResidential,Hospital,98122.0,1978201096,3,EAST,47.608951,-122.322402,7.0,14,1765970,Hospital (General Medical & Surgical),54.0,291614432.0,12307.16,22,0.0,0.0,0.0,0.0
619,NonResidential,Other,98121.0,1992200425,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,3.0,4,62600,Other,,11147342.0,406.04,88,0.0,0.0,0.0,0.0
620,NonResidential,Mixed Use Property,98122.0,2197600100,3,EAST,47.60453796,-122.3203278,1.0,4,77412,Other,,2655387.5,20.85,12,0.27918152224461323,0.4217252396166134,0.30670926517571884,0.2715654952076677
621,NonResidential,Medical Office,98122.0,2197600250,3,EAST,47.60796711,-122.3195445,1.0,5,289419,Medical Office,59.0,12731388.0,133.5,26,0.5499189756028457,0.0,0.0,0.0
622,NonResidential,Other,98115.0,2434900150,5,NORTH,47.6993,-122.32378,1.0,5,90266,Financial Office,18.0,7771933.5,54.18,29,0.0,0.0,0.0,0.0
623,NonResidential,Warehouse,98107.0,2516000215,6,Ballard,47.6582,-122.36434,1.0,4,87332,Non-Refrigerated Warehouse,87.0,1165598.875,14.49,12,0.07394769385792149,0.0,0.0,0.0
624,NonResidential,Hotel,98122.0,1978201320,3,EAST,47.61210727,-122.3205972,1.0,6,150545,Hotel,28.0,13410041.0,453.76,13,0.33223952970872495,0.0,0.0,0.0
625,NonResidential,Other,98109.0,1991200005,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,1.0,5,141718,Other - Entertainment/Public Assembly,,19085174.0,341.23,17,0.0,0.0,0.0,0.0
626,NonResidential,Hotel,98109.0,5457800400,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,1.0,5,111856,Hotel,8.0,9444484.0,278.97,8,0.19018201973966528,0.7930624278054583,0.17240487560988224,0.03453269658465941
